g_song_id,g_artist_id,g_artist_name,g_full_song_title,g_song_title
84694,8750,Bright Eyes,Lover I Don't Have to Love by Bright Eyes,Lover I Don't Have to Love
84695,8750,Bright Eyes,Bowl of Oranges by Bright Eyes,Bowl of Oranges
84697,8750,Bright Eyes,Don't Know When But a Day Is Gonna Come by Bright Eyes,Don't Know When But a Day Is Gonna Come
84698,1529,Missy Elliott,They Don't Wanna Fuck Wit Me by Missy Elliott,They Don't Wanna Fuck Wit Me
84700,8750,Bright Eyes,Lets Not Shit Ourselves (To Love And To Be Loved) by Bright Eyes,Lets Not Shit Ourselves (To Love And To Be Loved)
84701,8750,Bright Eyes,Nothing Gets Crossed Out by Bright Eyes,Nothing Gets Crossed Out
84702,8750,Bright Eyes,Waste Of Paint by Bright Eyes,Waste Of Paint
84703,8750,Bright Eyes,Laura Laurent by Bright Eyes,Laura Laurent
84704,8750,Bright Eyes,Make War by Bright Eyes,Make War
84705,8750,Bright Eyes,From a Balance Beam by Bright Eyes,From a Balance Beam
84709,1665,Machine Gun Kelly,Her Song by Machine Gun Kelly,Her Song
84710,887,The Kinks,Waterloo Sunset by The Kinks,Waterloo Sunset
84712,24903,Talib Kweli & Z-Trip,To the Music by Talib Kweli & Z-Trip (Ft. Maino),To the Music
84714,1460,Red Hot Chili Peppers,Out of  Range by Red Hot Chili Peppers,Out of  Range
84717,158,DJ Khaled,Problem by DJ Khaled (Ft. Beanie Sigel & Jadakiss),Problem
84723,1665,Machine Gun Kelly,Letter To My Fans by Machine Gun Kelly (Ft. Dub-o),Letter To My Fans
84725,22930,Captain Murphy,Shake Weight by Captain Murphy,Shake Weight
84729,632,Green Day,Kill the DJ by Green Day,Kill the DJ
84731,20831,Sex Pistols,Anarchy in the U.K. by Sex Pistols,Anarchy in the U.K.
84733,13163,"Earth, Wind & Fire","The Way You Move by Earth, Wind & Fire (Ft. Kenny G)",The Way You Move
84737,23712,Toochie,Flippa(Feat. Mylo) by Toochie (Ft. Mylo),Flippa(Feat. Mylo)
84738,2972,Teena Marie,Behind the Groove by Teena Marie,Behind the Groove
84740,1665,Machine Gun Kelly,Halo by Machine Gun Kelly,Halo
84741,1665,Machine Gun Kelly,Highline Ballroom Soundcheck (Freestyle) by Machine Gun Kelly,Highline Ballroom Soundcheck (Freestyle)
84744,1665,Machine Gun Kelly,Police by Machine Gun Kelly (Ft. Pooh Gutta),Police
84755,820,Mac Miller,Something About You by Mac Miller,Something About You
84759,209,Canibus,Speaker Creatures by Canibus,Speaker Creatures
84762,853,B.o.B,Ms. Professional by B.o.B,Ms. Professional
84764,853,B.o.B,The Backroom Freestyle by B.o.B,The Backroom Freestyle
84766,23721,Kawaii La Flame,Payphone (Early Off) by Kawaii La Flame (Ft. Maroon 5),Payphone (Early Off)
84769,16669,The Smiths,Shoplifters of the World Unite by The Smiths,Shoplifters of the World Unite
84774,22129,The Supreme Court of the United States,Plessy v. Ferguson by The Supreme Court of the United States (Ft. Justice Henry Billings Brown),Plessy v. Ferguson
84777,22129,The Supreme Court of the United States,Griswold v. Connecticut by The Supreme Court of the United States (Ft. Justice Douglas),Griswold v. Connecticut
84781,21894,A$AP Mob,Purple Kisses by A$AP Mob (Ft. A$AP Rocky),Purple Kisses
84785,16669,The Smiths,Never Had No One Ever by The Smiths,Never Had No One Ever
84786,1720,Watsky,Seizure Boy by Watsky,Seizure Boy
84792,4,Lil Wayne,Dear Summer by Lil Wayne,Dear Summer
84796,1946,Lino,Première Catégorie by Lino (Ft. Booba & Calbo),Première Catégorie
84805,23735,Dreamon,Never Be Another You by Dreamon (Ft. Aaliyah),Never Be Another You
84806,14963,Dizzy Wright,The Wright road by Dizzy Wright,The Wright road
84813,310,Wiz Khalifa,Refill (Remix) by Wiz Khalifa (Ft. Elle Varner),Refill (Remix)
84822,11346,La Coka Nostra,Masters Of The Dark Arts by La Coka Nostra,Masters Of The Dark Arts
84823,147,Lupe Fiasco,How Dare You by Lupe Fiasco (Ft. Bilal),How Dare You
84824,11346,La Coka Nostra,Electronic Funeral by La Coka Nostra (Ft. Sean Price),Electronic Funeral
84828,1403,Jay Rock,YOLA by Jay Rock,YOLA
84831,18,Big Tymers,Big Tymers Intro by Big Tymers,Big Tymers Intro
84834,350,Krayzie Bone,My Perfect by Krayzie Bone,My Perfect
84835,5624,Mr Hyde,Killer Collage by Mr Hyde (Ft. ILL BILL & Q-Unique),Killer Collage
84838,13070,Kids These Days,Darling by Kids These Days,Darling
84843,2197,Future,Plenty of Pot by Future,Plenty of Pot
84846,181,Bob Dylan,"Don't Think Twice, It's All Right by Bob Dylan","Don't Think Twice, It's All Right"
84847,2197,Future,I Need That (Vice Versa) by Future,I Need That (Vice Versa)
84850,2197,Future,Smacked Silly (Rack City Freestyle) by Future,Smacked Silly (Rack City Freestyle)
84851,23750,Rick Astley,Never Gonna Give You Up by Rick Astley,Never Gonna Give You Up
84872,14797,The Palmer Squares,Kablooey by The Palmer Squares,Kablooey
84875,455,Lil B,Spontaneous Combustion by Lil B,Spontaneous Combustion
84876,319,Vinnie Paz,Road Warrior by Vinnie Paz (Ft. Adlib & Slaine),Road Warrior
84879,438,Chris Brown,Gettin' Money by Chris Brown,Gettin' Money
84880,1177,Taylor Swift,We Are Never Ever Getting Back Together by Taylor Swift,We Are Never Ever Getting Back Together
84884,14733,Sizzle,Twerk by Sizzle (Ft. Lil Doodie & Woodro G.A.T.E.$),Twerk
84886,249529,Roscoe Dash 2.0,Like Diz by Roscoe Dash 2.0 (Ft. 2 Chainz),Like Diz
84888,12776,Max Herre,Einstürzen Neubauen by Max Herre (Ft. Samy Deluxe),Einstürzen Neubauen
84892,22481,Jeff Buckley,Lilac Wine by Jeff Buckley,Lilac Wine
84893,22481,Jeff Buckley,So Real by Jeff Buckley,So Real
84894,22481,Jeff Buckley,Hallelujah by Jeff Buckley,Hallelujah
84895,22481,Jeff Buckley,"Lover, You Should've Come Over by Jeff Buckley","Lover, You Should've Come Over"
84896,22481,Jeff Buckley,Corpus Christi Carol by Jeff Buckley,Corpus Christi Carol
84897,22481,Jeff Buckley,Eternal Life by Jeff Buckley,Eternal Life
84898,22481,Jeff Buckley,Dream Brother by Jeff Buckley,Dream Brother
84901,12776,Max Herre,Wolke 7 by Max Herre (Ft. Philipp Poisel),Wolke 7
84912,278,Jeremih,Knockin' by Jeremih (Ft. E-40 & YG),Knockin'
84913,223,Common,Sway in the Morning Freestyle Pt. 1 by Common,Sway in the Morning Freestyle Pt. 1
84915,14693,Kaaris,Un caillou sur la langue by Kaaris,Un caillou sur la langue
84920,4495,Children of the Corn,American Dream by Children of the Corn,American Dream
84922,8156,Uncle Sam,Live For Today by Uncle Sam,Live For Today
84972,23796,​twenty one pilots,Ode to Sleep by ​twenty one pilots,Ode to Sleep
84991,23344,JJ DOOM,Wash Your Hands by JJ DOOM,Wash Your Hands
84992,310,Wiz Khalifa,Bout Ya'll by Wiz Khalifa,Bout Ya'll
84997,1401,Lecrae,I Know by Lecrae,I Know
85000,14628,Ro Ransom,Leap Of Faith by Ro Ransom (Ft. Casey Veggies),Leap Of Faith
85008,23806,Wonder Girls,Like Money by Wonder Girls (Ft. Akon),Like Money
85010,2069,Calvin Harris,Feel So Close by Calvin Harris,Feel So Close
85011,676,Coolio,"Aw, Here It Goes (Kenan and Kel Show Theme Song) by Coolio (Ft. Kel Mitchell & Kenan Thompson)","Aw, Here It Goes (Kenan and Kel Show Theme Song)"
85013,4,Lil Wayne,No Lie Remix by Lil Wayne,No Lie Remix
85015,12936,RiFF RAFF,THREE LOCO IN MIAMI freestyle by RiFF RAFF,THREE LOCO IN MIAMI freestyle
85019,16582,Rise Against,Audience of One by Rise Against,Audience of One
85022,23809,K-Ci & JoJo,Life by K-Ci & JoJo,Life
85025,16582,Rise Against,Roadside by Rise Against (Ft. Emily Schambra),Roadside
85031,12417,A$AP Rocky,Toast to the Gods by A$AP Rocky,Toast to the Gods
85032,329,Beastie Boys,Namasté by Beastie Boys (Ft. James Bradley Jr & Mark Nishita),Namasté
85033,23815,Xavas,Schau nicht mehr zurück by Xavas (Ft. Kool Savas & Xavier Naidoo),Schau nicht mehr zurück
85039,599,The Killers,All These Things That I've Done by The Killers,All These Things That I've Done
85040,23820,Housemeister,Weird Friends by Housemeister (Ft. P.O.S),Weird Friends
85041,88,Rick Ross,Quiet Storm by Rick Ross,Quiet Storm
85046,158,DJ Khaled,"Holla At Me by DJ Khaled (Ft. Fat Joe, Lil Wayne, Paul Wall, Pitbull & Rick Ross)",Holla At Me
85051,816,Ginuwine,Stingy by Ginuwine,Stingy
85056,816,Ginuwine,Love You More by Ginuwine,Love You More
85057,599,The Killers,Read My Mind by The Killers,Read My Mind
85061,1337,Afroman,Kentucky (Real Lyrics) by Afroman,Kentucky (Real Lyrics)
85066,12321,Leona Lewis,Trouble by Leona Lewis (Ft. Childish Gambino),Trouble
85067,18280,Nacho Picasso,Kickin' Out Windows by Nacho Picasso,Kickin' Out Windows
85068,14733,Sizzle,Front Door by Sizzle,Front Door
85069,16808,Chief Keef,Show Money by Chief Keef (Ft. Oochie & P. Wild),Show Money
85072,1167,Johnny Cash,Hurt by Johnny Cash,Hurt
85084,23836,Theory of a Deadman,Hate My Life by Theory of a Deadman,Hate My Life
85093,22968,JD Styles,Don't Tell 'Em by JD Styles (Ft. Jeremih),Don't Tell 'Em
85107,11353,ScHoolboy Q,Party by ScHoolboy Q,Party
85108,8156,Uncle Sam,Get With It by Uncle Sam,Get With It
85109,8156,Uncle Sam,This is It by Uncle Sam,This is It
85125,13,Gucci Mane,Intro (El Chapo) by Gucci Mane,Intro (El Chapo)
85145,31651,Holy Bible (KJV),Job (all chapters) by Holy Bible (KJV),Job (all chapters)
85148,12037,Malcolm X,By Any Means Necessary by Malcolm X,By Any Means Necessary
85149,12037,Malcolm X,The Ballot or the Bullet by Malcolm X,The Ballot or the Bullet
85150,12037,Malcolm X,The House Negro and the Field Negro by Malcolm X,The House Negro and the Field Negro
85151,173,Slaughterhouse,"Truth Or Truth, Pt. 1 by Slaughterhouse","Truth Or Truth, Pt. 1"
85152,303,D12,Steve Berman (Skit) by D12,Steve Berman (Skit)
85156,14325,2 Chainz,Up In Smoke by 2 Chainz,Up In Smoke
85173,23863,Adam Sandler,The Chanukah Song by Adam Sandler,The Chanukah Song
85179,182,Yelawolf,Kickin' by Yelawolf,Kickin'
85181,1073,Juicy J,Still Hustlin' by Juicy J (Ft. Project Pat),Still Hustlin'
85183,46,Snoop Dogg,Ridahman by Snoop Dogg,Ridahman
85184,11471,TTC,Le Chant des hommes by TTC,Le Chant des hommes
85187,554,Tyga,Diced Pineapples by Tyga,Diced Pineapples
85189,1507,Sniper,Chienne de vie by Sniper (Ft. Leck),Chienne de vie
85211,23344,JJ DOOM,Winter Blues by JJ DOOM,Winter Blues
85216,12936,RiFF RAFF,THE WHITE GUCCI MANE - (Tatted Like A Biker Boy) by RiFF RAFF,THE WHITE GUCCI MANE - (Tatted Like A Biker Boy)
85219,14857,Ateyaba,Successful (remix) by Ateyaba (Ft. Craiz),Successful (remix)
85221,500,Bruno Mars,Talking to the Moon by Bruno Mars,Talking to the Moon
85232,19724,Boulcy,C'est ce qui pousse by Boulcy,C'est ce qui pousse
85243,460,Ace Hood,Double Cup by Ace Hood (Ft. Bun B & Kirko Bangz),Double Cup
85245,1720,Watsky,Bucketlist by Watsky,Bucketlist
85248,1421,Kendrick Lamar,"Westside, Right on Time by Kendrick Lamar (Ft. Jeezy)","Westside, Right on Time"
85250,59,2Pac,Days Of A Criminal by 2Pac,Days Of A Criminal
85251,589,Bon Iver,​re: stacks by Bon Iver,​re: stacks
85254,23895,U2,Beautiful Day by U2,Beautiful Day
85255,16965,Billy Joel,Piano Man by Billy Joel,Piano Man
85260,563,Queen,Fat Bottomed Girls by Queen,Fat Bottomed Girls
85262,10889,Shanell,Fuck Me Daddy by Shanell,Fuck Me Daddy
85267,13286,Owl City,Dreams and Disasters by Owl City,Dreams and Disasters
85269,13286,Owl City,Shooting Star by Owl City,Shooting Star
85271,10889,Shanell,These Hoes Is Winnin' by Shanell (Ft. Too $hort),These Hoes Is Winnin'
85278,23344,JJ DOOM,GMO by JJ DOOM (Ft. Beth Gibbons),GMO
85279,13286,Owl City,Gold by Owl City,Gold
85285,16382,Coolroy,Poison by Coolroy (Ft. Jhené Aiko),Poison
85286,699,Ryan Leslie,Riviera Flow (Live Good) by Ryan Leslie (Ft. Raekwon),Riviera Flow (Live Good)
85288,460,Ace Hood,Leggo by Ace Hood,Leggo
85292,460,Ace Hood,Geek'n by Ace Hood (Ft. Choo Choo & Juicy J),Geek'n
85324,23908,Andrea Bocelli,Con Te Partirò by Andrea Bocelli,Con Te Partirò
85337,19125,Celo & Abdi,Franzaforta by Celo & Abdi,Franzaforta
85339,1583,French Montana,Day Dreamin by French Montana,Day Dreamin
85347,758,CyHi The Prynce,Food Savers & Scissors by CyHi The Prynce (Ft. ScHoolboy Q),Food Savers & Scissors
85349,13286,Owl City,I'm Coming After You by Owl City,I'm Coming After You
85350,13286,Owl City,Speed of Love by Owl City,Speed of Love
85351,13286,Owl City,Embers by Owl City,Embers
85352,13286,Owl City,Silhouette by Owl City,Silhouette
85353,13286,Owl City,Metropolis by Owl City,Metropolis
85359,455,Lil B,Real 100 by Lil B,Real 100
85374,23344,JJ DOOM,Bite The Thong by JJ DOOM (Ft. Damon Albarn),Bite The Thong
85376,13286,Owl City,Take It All Away by Owl City,Take It All Away
85377,7423,Sammie,Gettin 'Em by Sammie (Ft. 2 Chainz),Gettin 'Em
85382,20278,4tune,Ouuuhjaaa by 4tune,Ouuuhjaaa
85384,2252,Disiz La Peste,Freestyle Le Zoo by Disiz La Peste (Ft. Ixe),Freestyle Le Zoo
85385,640,King Los,No Lie (Freestyle) by King Los,No Lie (Freestyle)
85389,498,Beyoncé,Poison by Beyoncé,Poison
85391,13286,Owl City,Dementia by Owl City (Ft. Mark Hoppus),Dementia
85392,1170,Mumford & Sons,Timshel by Mumford & Sons,Timshel
85401,2525,Macklemore & Ryan Lewis,Stay at Home Dad by Macklemore & Ryan Lewis,Stay at Home Dad
85404,338,Busta Rhymes,Make It Look Easy by Busta Rhymes (Ft. Gucci Mane),Make It Look Easy
85409,59,2Pac,Jada by 2Pac,Jada
85411,42,The Game,Pop That Freestyle by The Game,Pop That Freestyle
85417,326,Trey Songz,Almost Lose It by Trey Songz,Almost Lose It
85422,311,Insane Clown Posse,Night of the Chainsaw by Insane Clown Posse,Night of the Chainsaw
85424,455,Lil B,Nobody Got Cash by Lil B,Nobody Got Cash
85430,14832,¡MAYDAY!,Thanksgiving (¡MAYDAY! Remix) by ¡MAYDAY! (Ft. Blood Type & Kendrick Lamar),Thanksgiving (¡MAYDAY! Remix)
85431,885,Vybz Kartel,Galopoly by Vybz Kartel,Galopoly
85436,860,Gorillaz,Hong Kong by Gorillaz,Hong Kong
85441,12939,Skeme,"Swish (Remix) by Skeme (Ft. Mann, Problem & YG)",Swish (Remix)
85447,17657,Yeah Yeah Yeahs,Maps by Yeah Yeah Yeahs,Maps
85448,1170,Mumford & Sons,Dustbowl Dance by Mumford & Sons,Dustbowl Dance
85456,4,Lil Wayne,100 Winters by Lil Wayne,100 Winters
85457,173,Slaughterhouse,Back The Fuck Up by Slaughterhouse,Back The Fuck Up
85460,173,Slaughterhouse,On the House by Slaughterhouse,On the House
85462,173,Slaughterhouse,Sucka MC's by Slaughterhouse (Ft. Freeway),Sucka MC's
85463,173,Slaughterhouse,Ya Talkin' by Slaughterhouse,Ya Talkin'
85464,173,Slaughterhouse,All on Me by Slaughterhouse,All on Me
85465,173,Slaughterhouse,Where Sinners Dwell by Slaughterhouse,Where Sinners Dwell
85466,173,Slaughterhouse,Coming Home by Slaughterhouse,Coming Home
85467,173,Slaughterhouse,Gone by Slaughterhouse (Ft. K-Young),Gone
85468,173,Slaughterhouse,"Who I Am by Slaughterhouse (Ft. Sex, Love & Vices)",Who I Am
85469,20574,Kylie Minogue,Under the Influence of Love by Kylie Minogue,Under the Influence of Love
85470,88,Rick Ross,Push Em Over by Rick Ross,Push Em Over
85472,20574,Kylie Minogue,Shocked by Kylie Minogue,Shocked
85474,20574,Kylie Minogue,Shocked (DNA Mix) by Kylie Minogue (Ft. Jazzi P.),Shocked (DNA Mix)
85477,20574,Kylie Minogue,What Do I Have to Do by Kylie Minogue,What Do I Have to Do
85478,20574,Kylie Minogue,Rhythm of Love by Kylie Minogue,Rhythm of Love
85481,20574,Kylie Minogue,Count the Days by Kylie Minogue,Count the Days
85482,19041,Bruce Springsteen,Dancing In The Dark by Bruce Springsteen,Dancing In The Dark
85486,20574,Kylie Minogue,One Boy Girl by Kylie Minogue (Ft. The Poetess),One Boy Girl
85488,20574,Kylie Minogue,Secrets by Kylie Minogue,Secrets
85490,20574,Kylie Minogue,The World Still Turns by Kylie Minogue,The World Still Turns
85495,20574,Kylie Minogue,Things Can Only Get Better by Kylie Minogue,Things Can Only Get Better
85496,20574,Kylie Minogue,Always Find the Time by Kylie Minogue,Always Find the Time
85497,20574,Kylie Minogue,Better the Devil You Know by Kylie Minogue,Better the Devil You Know
85506,1581,Linkin Park,Somewhere I Belong by Linkin Park,Somewhere I Belong
85508,69,J. Cole,I'm a Fool by J. Cole,I'm a Fool
85510,4168,8Ball,Indestructible by 8Ball (Ft. Keelyn Ellis),Indestructible
85517,4168,8Ball,Don't Bring Me Down by 8Ball (Ft. 2 Chainz),Don't Bring Me Down
85518,4168,8Ball,Touch by 8Ball,Touch
85520,230,Cassidy,11 Minute Freestyle on Hot 97 by Cassidy,11 Minute Freestyle on Hot 97
85521,4168,8Ball,The Price by 8Ball (Ft. EbonyLove),The Price
85524,4168,8Ball,Lucky's Theme Song by 8Ball,Lucky's Theme Song
85530,4168,8Ball,Life's Quest by 8Ball (Ft. Angie Stone),Life's Quest
85540,644,Animal Collective,Moonjock by Animal Collective,Moonjock
85541,644,Animal Collective,Rosie Oh by Animal Collective,Rosie Oh
85542,644,Animal Collective,Applesauce by Animal Collective,Applesauce
85543,644,Animal Collective,Wide Eyed by Animal Collective,Wide Eyed
85544,644,Animal Collective,Father Time by Animal Collective,Father Time
85545,644,Animal Collective,New Town Burnout by Animal Collective,New Town Burnout
85546,644,Animal Collective,Monkey Riches by Animal Collective,Monkey Riches
85547,644,Animal Collective,Mercury Man by Animal Collective,Mercury Man
85548,644,Animal Collective,Pulleys by Animal Collective,Pulleys
85549,644,Animal Collective,Amanita by Animal Collective,Amanita
85550,12936,RiFF RAFF,Marc Jacobs by RiFF RAFF,Marc Jacobs
85551,6427,The Mars Volta,Inertiatic ESP by The Mars Volta,Inertiatic ESP
85553,238,Immortal Technique,In Da Club Freestyle by Immortal Technique,In Da Club Freestyle
85560,23998,Everclear,Father of Mine by Everclear,Father of Mine
85563,12936,RiFF RAFF,Freeze Dried by RiFF RAFF,Freeze Dried
85564,1460,Red Hot Chili Peppers,This Is The Place by Red Hot Chili Peppers,This Is The Place
85566,20626,James Deano,Ça fait plaisir by James Deano,Ça fait plaisir
85568,2675,Ashanti,No One Greater by Ashanti (Ft. French Montana & Meek Mill),No One Greater
85577,8417,James Brown,The Payback by James Brown,The Payback
85584,20574,Kylie Minogue,Je ne sais pas pourquoi by Kylie Minogue,Je ne sais pas pourquoi
85589,2070,Mysonne,Real Mind of Mysonne by Mysonne (Ft. Hopsin),Real Mind of Mysonne
85593,12073,Sido,Sido by Sido,Sido
85596,554,Tyga,Switch Lanes by Tyga (Ft. The Game),Switch Lanes
85603,12936,RiFF RAFF,Bat Phone by RiFF RAFF (Ft. Ghetty),Bat Phone
85608,12047,Imogen Heap,Minds Without Fear by Imogen Heap (Ft. Vishal-Shekhar),Minds Without Fear
85613,22129,The Supreme Court of the United States,Gregory v. Helvering by The Supreme Court of the United States,Gregory v. Helvering
85618,12358,816 Boyz,Pu Wah Wah by 816 Boyz,Pu Wah Wah
85620,1319,Meek Mill,Flamers 2 Freestyle by Meek Mill,Flamers 2 Freestyle
85632,1319,Meek Mill,HNHH Cypher by Meek Mill,HNHH Cypher
85638,1403,Jay Rock,All I Know Is by Jay Rock,All I Know Is
85643,56,Nas,Copycat by Nas,Copycat
85644,326,Trey Songz,Don't Be Scared by Trey Songz (Ft. Rick Ross),Don't Be Scared
85646,554,Tyga,I Remember by Tyga (Ft. Future & The Game),I Remember
85649,14963,Dizzy Wright,Here He Go Again by Dizzy Wright,Here He Go Again
85651,1583,French Montana,100 by French Montana (Ft. Big Cheeze & Chinx),100
85660,7922,Logic,Give It To Me by Logic,Give It To Me
85666,1425,Brandy,Put It Down by Brandy (Ft. Chris Brown),Put It Down
85673,255,Lloyd Banks,Hot 97 Freestyle 6/22/2010 by Lloyd Banks,Hot 97 Freestyle 6/22/2010
85678,12073,Sido,Intro (Aggro Berlin) by Sido,Intro (Aggro Berlin)
85680,12073,Sido,Hey Du! by Sido,Hey Du!
85683,12073,Sido,Geburtstag by Sido,Geburtstag
85684,12073,Sido,Skit 1 by Sido (Ft. Kurt Krömer),Skit 1
85685,12073,Sido,Der Tanz by Sido (Ft. K.I.Z.),Der Tanz
85686,12073,Sido,Wenn Das Alles Ist by Sido (Ft. Julian Williams),Wenn Das Alles Ist
85687,12073,Sido,Marie & Jana by Sido,Marie & Jana
85688,12073,Sido,Ich Bereue Nichts by Sido (Ft. Shen),Ich Bereue Nichts
85689,23344,JJ DOOM,Rhymin Slang by JJ DOOM,Rhymin Slang
85691,12073,Sido,Sicher? by Sido,Sicher?
85692,12073,Sido,Seniorenstatus by Sido (Ft. Samy Deluxe),Seniorenstatus
85696,12073,Sido,Siggy & Harry by Sido (Ft. Harris),Siggy & Harry
85697,12073,Sido,Ruf mich by Sido (Ft. Bintia & Kitty Kat),Ruf mich
85698,13,Gucci Mane,Truth (Not a Jeezy Diss) by Gucci Mane,Truth (Not a Jeezy Diss)
85702,12073,Sido,Schlampen Von Gestern by Sido (Ft. Doreen),Schlampen Von Gestern
85703,12073,Sido,Sie Bleibt by Sido,Sie Bleibt
85704,12073,Sido,Für Jeden by Sido (Ft. Alpa Gun & B-Tight),Für Jeden
85705,2036,Ideal J,Ideal J by Ideal J (Ft. Hasheem & Zaharya),Ideal J
85706,12073,Sido,"10 Jahre by Sido (Ft. Alpa Gun, Bendt, B-Tight, Fuhrmann, MOK & Tony D)",10 Jahre
85707,12073,Sido,"Outro - Seniorenstatus Remix by Sido (Ft. Laas, Liquit Walker & Samy Deluxe)",Outro - Seniorenstatus Remix
85709,338,Busta Rhymes,Pressure by Busta Rhymes (Ft. Lil Wayne),Pressure
85714,23344,JJ DOOM,Still Kaps by JJ DOOM (Ft. Khujo),Still Kaps
85715,24017,Teff Hinkson,Army by Teff Hinkson (Ft. GQ),Army
85716,338,Busta Rhymes,Crazy by Busta Rhymes,Crazy
85717,338,Busta Rhymes,Doin It Again by Busta Rhymes (Ft. Chanel & Reek Da Villain),Doin It Again
85718,338,Busta Rhymes,Til We Die by Busta Rhymes (Ft. Rick Ross & Trey Songz),Til We Die
85719,338,Busta Rhymes,Sound Boy by Busta Rhymes (Ft. Cam’ron),Sound Boy
85720,338,Busta Rhymes,Grind Real Slow by Busta Rhymes (Ft. Jayms Madison),Grind Real Slow
85721,338,Busta Rhymes,Bleed the Same Blood by Busta Rhymes (Ft. Anthony Hamilton & Maino),Bleed the Same Blood
85722,338,Busta Rhymes,Wine & Go Down by Busta Rhymes (Ft. Vybz Kartel),Wine & Go Down
85723,338,Busta Rhymes,Do That Thing by Busta Rhymes,Do That Thing
85724,338,Busta Rhymes,I'm Talking to You by Busta Rhymes,I'm Talking to You
85725,338,Busta Rhymes,Movie by Busta Rhymes (Ft. J-Doe),Movie
85726,338,Busta Rhymes,Love-Hate by Busta Rhymes (Ft. Robin Thicke),Love-Hate
85729,326,Trey Songz,Without a Woman by Trey Songz,Without a Woman
85730,326,Trey Songz,Panty Wetter by Trey Songz,Panty Wetter
85733,24055,Foreigner,Waiting for a Girl Like You by Foreigner,Waiting for a Girl Like You
85736,1578,P.O.S,Bumper by P.O.S,Bumper
85737,1838,Ellie Goulding,Anything Could Happen by Ellie Goulding,Anything Could Happen
85746,1180,Mann,"Bend Ya (Remix) by Mann (Ft. Blessed, Frank Ocean, Kendrick Lamar & Shawn Chrystopher)",Bend Ya (Remix)
85749,641,Lynyrd Skynyrd,The Ballad of Curtis Loew by Lynyrd Skynyrd,The Ballad of Curtis Loew
85751,1441189,Stars (2),Shy shy by Stars (2) (Ft. Vybz Kartel),Shy shy
85753,23517,Goo Goo Dolls,Slide by Goo Goo Dolls,Slide
85768,1075,Trae tha Truth,"I'm From Texas by Trae tha Truth (Ft. Bun B, Kirko Bangz, Paul Wall, Slim Thug & Z-Ro)",I'm From Texas
85770,2049,Ab-Soul,Big Pay Back by Ab-Soul (Ft. Murs),Big Pay Back
85771,492,Big Sean,100 Dollar Bill Skyscraper by Big Sean (Ft. Mac Miller),100 Dollar Bill Skyscraper
85776,860,Gorillaz,Slow Country by Gorillaz,Slow Country
85778,1308,Hopsin,Shade 45 Freestyle by Hopsin,Shade 45 Freestyle
85779,831,Fat Trel,Fukkk Da Feds by Fat Trel (Ft. Chief Keef),Fukkk Da Feds
85780,249529,Roscoe Dash 2.0,Zodiac Sign by Roscoe Dash 2.0 (Ft. Lloyd),Zodiac Sign
85781,15369,A$AP Ferg,Work by A$AP Ferg,Work
85783,255,Lloyd Banks,Mind On Murder by Lloyd Banks,Mind On Murder
85794,12936,RiFF RAFF,They Figured I Worked For Mexico by RiFF RAFF (Ft. Lil Link),They Figured I Worked For Mexico
85796,554,Tyga,Ayye Bitch by Tyga,Ayye Bitch
85797,2252,Disiz La Peste,Gagne Pain by Disiz La Peste (Ft. Alpha Wann & Darryl Zeuja),Gagne Pain
85800,455,Lil B,Fuck Me by Lil B,Fuck Me
85807,2726,Quincy Jones,Strawberry Letter 23 by Quincy Jones (Ft. Akon),Strawberry Letter 23
85810,45,Eminem,Off The Dome Freestyle by Eminem,Off The Dome Freestyle
85812,19724,Boulcy,Boulcy - 98 mesures 2.0 by Boulcy,Boulcy - 98 mesures 2.0
85818,12073,Sido,Goldjunge by Sido,Goldjunge
85819,12073,Sido,Intro (Ich) by Sido,Intro (Ich)
85820,12073,Sido,Peilermann & Flow (Teil I) by Sido,Peilermann & Flow (Teil I)
85821,12073,Sido,Schlechtes Vorbild by Sido,Schlechtes Vorbild
85822,12073,Sido,Ihr habt uns so gemacht by Sido (Ft. Massiv),Ihr habt uns so gemacht
85824,24088,Harry Chapin,Cat's In The Cradle by Harry Chapin,Cat's In The Cradle
85837,229,Redman,Bridging The Gap Freestyle by Redman,Bridging The Gap Freestyle
85847,42,The Game,"Celebration by The Game (Ft. Chris Brown, Lil Wayne, Tyga & Wiz Khalifa)",Celebration
85849,108,50 Cent,What Do You Got by 50 Cent (Ft. Eminem),What Do You Got
85858,12073,Sido,Mach Keine Faxen by Sido (Ft. Kitty Kat),Mach Keine Faxen
85859,12073,Sido,Bergab by Sido,Bergab
85860,12073,Sido,Ein Teil von mir by Sido,Ein Teil von mir
85861,12073,Sido,Nie wieder by Sido (Ft. Shen),Nie wieder
85862,12073,Sido,Ich Kiff Nicht Mehr by Sido,Ich Kiff Nicht Mehr
85863,12073,Sido,1000 Fragen by Sido,1000 Fragen
85880,12417,A$AP Rocky,Tim Westwood Freestyle by A$AP Rocky,Tim Westwood Freestyle
85887,1720,Watsky,The Girl Next Door (To Everybody Else) by Watsky,The Girl Next Door (To Everybody Else)
85893,12417,A$AP Rocky,Niggas In Paris Freestyle by A$AP Rocky,Niggas In Paris Freestyle
85894,931,Boosie Badazz,"Better Not Fight by Boosie Badazz (Ft. Foxx, Lil Trill, Mouse On Tha Track & Webbie)",Better Not Fight
